id	ConceptA	ConceptB_Pre	Prerequisite	ca_smog_index	ca_noun_phrases	ca_flesch_reading_ease	ca_number_words	ca_number_sentences	ca_ar_index	core_p_a	cb_smog_index	cb_noun_phrases	cb_flesch_reading_ease	cb_number_words	cb_number_sentences	cb_ar_index	core_p_b	arxiv_common_results_first_1000	core_common_results_first_500	core_p_b_given_a	core_p_a_given_b	core_p_a_and_b	p_ca	p_cb	p_ca_cb	p_ca_given_cb	p_cb_given_ca	page_rank_difference	ca_inlinks	ca_outlinks	cb_inlinks	cb_outlinks	common_neighbors	direct_connections	link_proportion	ngd	pmi	cat_common	ave_tax_simil	max_tax_simil	min_tax_simil
1288	SQL	Java_(programming_language)	0	13.8	633.0	44.44	2781.0	139.0	15.3	0.000385743	13.2	944.0	43.83	4940.0	237.0	13.8	0.0125465	0.012	0.006	0.701411332	0.021564949	0.000270565	1.3512e-05	6.0597e-05	1e-08	0.000158253	0.000709723	-137.0376	1075	334	5854	465	25	1	0.22884	0.3783	7.51472	0.0	0.3066	0.71429	0.0
1289	Parsing	Computational_geometry	0	13.4	424.0	50.26	3129.0	146.0	14.0	0.000397373	16.9	265.0	30.09	1602.0	63.0	18.5	0.01249254	0.0	0.008	0.567905647	0.018064413	0.00022567	6.588e-06	4.363e-06	0.0	0.0	0.0	21.4667	514	173	309	146	5	0	0.00195	0.64854	4.88044	0.0	0.3873	0.42857	0.33333
1290	Computer_architecture	Finite-state_machine	0	14.9	453.0	35.78	2621.0	140.0	14.9	0.016181874	11.9	845.0	6.1	3772.0	265.0	12.7	0.037392083	0.004	0.084	0.712548801	0.308364075	0.011530375	6.262e-06	6.713e-06	0.0	0.0	0.0	1.8375	488	165	520	180	4	0	0.02254	0.42058	7.66386	0.0	0.0	0.0	0.0
1291	Randomized_algorithm	NP-completeness	0	14.2	468.0	-84.09	2967.0	136.0	13.8	0.012273931	14.4	346.0	22.65	2157.0	93.0	16.4	0.003898191	0.003	0.072	0.104039079	0.327579716	0.001276968	3.376e-06	6.387e-06	1e-08	0.001501502	0.002840909	-15.6415	225	127	487	179	14	1	0.09778	0.31152	9.8754	0.0	0.33254	0.66667	0.0
1292	Computational_complexity_theory	Knowledge_representation_and_reasoning	0	14.3	839.0	7.45	5500.0	227.0	14.6	0.030949297	14.2	597.0	44.14	3709.0	181.0	14.2	0.073285323	0.002	0.004	0.998284296	0.421587784	0.030896197	9.734e-06	4.037e-06	0.0	0.0	0.0	35.6524	788	227	292	129	1	0	0.00635	0.52264	6.66758	0.0	0.43506	0.45455	0.42857
1293	Relational_database	Graph_theory	0	14.0	325.0	44.24	2402.0	129.0	13.0	0.009919564	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	0.002	0.022	0.464438062	0.168555381	0.004607023	6.176e-06	1.5305e-05	0.0	0.0	0.0	-37.224	520	124	1263	333	1	0	0.01731	0.54302	6.00245	0.0	0.23909	0.5	0.0
1294	Combinatorics	Parallel_computing	0	15.4	465.0	28.43	2514.0	129.0	16.0	0.000448934	16.1	1031.0	16.83	6451.0	307.0	16.5	0.017575268	0.0	0.028	0.495544737	0.012657961	0.000222467	1.1383e-05	1.169e-05	0.0	0.0	0.0	3.2466	916	271	861	358	3	0	0.00873	0.55121	5.56846	0.0	0.33333	0.33333	0.33333
1295	Type_theory	Structural_induction	0	13.9	584.0	-57.6	3258.0	175.0	13.9	0.0444942	13.6	234.0	32.43	1480.0	68.0	12.7	0.017890459	0.016	0.064	0.317976699	0.790819231	0.014148119	3.845e-06	8.82e-07	1e-08	0.010869565	0.002493766	19.71814	242	159	30	62	3	1	0.00826	0.40108	10.33178	0.0	0.40893	0.6	0.14286
1296	Graph_theory	Computational_chemistry	0	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	16.1	691.0	25.08	3840.0	187.0	17.2	0.012088436	0.001	0.054	0.247437123	0.559464453	0.00676305	1.5305e-05	6.31e-06	0.0	0.0	0.0	48.0771	1263	333	416	242	7	0	0.00396	0.59305	5.47638	0.0	0.18155	0.33333	0.0
1297	Natural_language	Machine_learning	0	17.9	85.0	26.64	551.0	20.0	20.4	0.030092866	15.9	581.0	31.21	3811.0	160.0	17.7	0.014002059	0.00477327	0.078	0.27828306	0.598078837	0.008374335	6.224e-06	1.5161e-05	1e-08	0.000632511	0.001540832	1.3013	508	141	1294	287	3	1	0.03937	0.45681	7.15315	0.0	0.33333	0.66667	0.0
1298	Microcode	Finite-state_machine	0	15.2	763.0	41.8	4715.0	234.0	15.8	8e-06	11.9	845.0	6.1	3772.0	265.0	12.7	0.037392083	0.0	0.0	0.881656805	0.000188641	7.054e-06	4.584e-06	6.713e-06	1e-08	0.001428571	0.00209205	-13.2168	278	200	520	180	4	1	0.02878	0.42899	8.01622	0.0	0.0	0.0	0.0
1299	Interface_(computing)	String_(computer_science)	0	16.2	115.0	31.41	936.0	42.0	17.0	0.013169291	13.8	639.0	40.79	4486.0	191.0	14.0	0.034845784	0.0	0.002	0.7579568	0.286455122	0.009981753	5.102e-06	8.487e-06	0.0	0.0	0.0	-28.9578	417	115	637	248	6	0	0.03357	0.40939	7.94583	0.0	0.37243	0.71429	0.11111
1300	Artificial_intelligence	Cryptography	0	14.9	1993.0	41.9	12943.0	606.0	15.7	0.007918489	15.9	1027.0	32.53	6856.0	279.0	16.8	0.000231509	0.001	0.01	0.006262405	0.214198078	4.9589e-05	4.8121e-05	2.4051e-05	0.0	0.0	0.0	18.505	4442	576	2084	424	11	0	0.00991	0.59804	4.47483	1.0	0.26241	1.0	0.0
1301	Computer_vision	Knowledge_representation_and_reasoning	0	14.7	880.0	35.68	5049.0	294.0	15.2	0.017199892	14.2	597.0	44.14	3709.0	181.0	14.2	0.073285323	0.002	0.002	0.988602517	0.232022678	0.017003857	8.87e-06	4.037e-06	0.0	0.0	0.0	14.5229	764	161	292	129	3	0	0.01702	0.42076	8.09072	0.0	0.28558	0.6	0.0
1302	Asymptotic_analysis	Computer_science	0	13.6	467.0	-535.52	2308.0	79.0	17.7	0.045495514	17.5	668.0	22.85	4178.0	178.0	18.8	0.03380195	0.001	0.024	0.56723733	0.763469393	0.025806754	2.254e-06	8.648e-05	1e-08	0.000110889	0.004255319	-319.9413	179	56	8602	416	1	1	0.10615	0.60125	5.85119	0.0	0.33333	0.33333	0.33333
1303	Computer_architecture	Combinational_logic	0	14.9	453.0	35.78	2621.0	140.0	14.9	0.016181874	17.3	141.0	-678.05	541.0	13.0	27.4	0.004873816	0.001	0.158	0.153725946	0.510395503	0.002487574	6.262e-06	1.18e-06	0.0	0.0	0.0	30.60815	488	165	63	60	4	0	0.00615	0.454	8.83448	0.0	0.50992	0.55556	0.42857
1304	Numerical_analysis	Molecular_dynamics	0	14.5	558.0	-183.08	3035.0	159.0	15.9	0.046702254	16.4	936.0	-10.19	5823.0	241.0	17.3	0.02227391	0.003	0.098	0.408501282	0.856514661	0.019077931	1.1834e-05	6.214e-06	1e-08	0.00154321	0.000810373	36.1048	979	255	401	247	6	1	0.00919	0.50076	6.74483	0.0	0.30913	0.5	0.0
1305	Matrix_(mathematics)	Floating_point	0	14.9	2068.0	-163.08	10764.0	400.0	16.6	0.01730999	14.0	1601.0	-65.65	11686.0	498.0	14.9	0.035261998	0.003	0.0	0.699110127	0.343190677	0.012101589	1.7309e-05	9.647e-06	0.0	0.0	0.0	45.6579	1331	474	766	240	21	0	0.03606	0.38114	7.783	0.0	0.07143	0.14286	0.0
1306	Exponential_family	Statistical_hypothesis_testing	0	15.8	1936.0	-856.76	9560.0	273.0	23.7	0.020114948	14.6	1048.0	11.41	8252.0	455.0	13.9	0.03016809	0.008	0.058	0.593800698	0.395923972	0.01194427	2.532e-06	6.521e-06	1e-08	0.001470588	0.003787879	-38.90898	111	153	474	206	13	1	0.0991	0.3534	9.9338	0.0	0.425	0.5	0.2
1307	Simulation	Theoretical_computer_science	0	16.3	1513.0	32.33	9891.0	439.0	16.9	0.009295542	18.8	635.0	13.17	3435.0	136.0	20.3	0.039939385	0.001	0.112	0.820040759	0.190857311	0.007622724	1.7415e-05	7.365e-06	1e-08	0.001302083	0.000550661	22.3106	1490	326	421	347	16	1	0.00201	0.66639	4.48372	0.0	0.42262	0.5	0.33333
1308	Transaction_processing	Database_normalization	0	15.8	183.0	39.47	1656.0	69.0	17.6	0.013226556	15.8	203.0	36.63	1227.0	49.0	17.7	0.011666399	0.012	0.096	0.293034035	0.332221716	0.003875831	2.234e-06	2.215e-06	0.0	0.0	0.0	4.12372	172	61	128	103	2	0	0.0407	0.30473	10.53862	0.0	0.54683	0.71429	0.33333
1309	Programming_paradigm	Cryptography	0	16.1	217.0	32.73	1772.0	81.0	16.9	0.0074686	15.9	1027.0	32.53	6856.0	279.0	16.8	0.000231509	0.001	0.024	0.010758641	0.347079272	8.0352e-05	6.08e-06	2.4051e-05	0.0	0.0	0.0	-106.4869	449	185	2084	424	5	0	0.00445	0.75112	3.32182	0.0	0.30758	0.42857	0.0
1310	Sentiment_analysis	Question_answering	0	15.3	378.0	41.7	3016.0	133.0	15.3	0.045217801	14.2	279.0	42.61	1755.0	86.0	15.0	0.019970103	0.003	0.03	0.342963048	0.776562607	0.015508035	1.765e-06	1.765e-06	1e-08	0.005434783	0.005434783	-2.00313	120	64	98	86	7	1	0.05	0.27807	11.22089	1.0	0.28333	1.0	0.0
1311	Divide_and_conquer_algorithms	Debugging	0	16.8	270.0	18.49	2191.0	76.0	18.2	0.073448055	14.0	338.0	51.07	2304.0	104.0	14.2	0.000252788	0.0	0.0	0.003433781	0.997690315	0.000252205	2.465e-06	5.015e-06	1e-08	0.001912046	0.003891051	-13.61588	130	127	396	127	4	1	0.00769	0.57015	6.50581	0.0	0.45	0.66667	0.2
1312	MATLAB	Python_(programming_language)	0	12.3	433.0	47.49	2054.0	99.0	13.3	0.00162955	12.9	1109.0	46.67	5832.0	321.0	12.9	0.012348618	0.018	0.004	0.319266171	0.042131043	0.00052026	1.051e-05	4.0047e-05	1e-08	0.000239464	0.000912409	-90.9212	744	352	3644	532	32	1	0.26882	0.33185	8.43092	2.0	0.26539	1.0	0.0
1313	Concurrency_control	Graph_theory	0	15.8	581.0	26.1	3897.0	162.0	17.2	0.031542768	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	0.0	0.004	0.418636227	0.483124255	0.013204946	2.023e-06	1.5305e-05	0.0	0.0	0.0	-62.93025	86	125	1263	333	4	0	0.01163	0.65491	5.42863	0.0	0.31376	0.55556	0.2
1314	Mathematical_optimization	Graph_theory	0	15.1	1130.0	-14.18	5383.0	354.0	16.5	0.013301859	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	0.002	0.046	0.690130962	0.335866021	0.009180025	1.216e-05	1.5305e-05	0.0	0.0	0.0	-13.2175	940	328	1263	333	15	0	0.03617	0.42465	7.06584	0.0	0.13333	0.33333	0.0
1315	Social_network	Computer_network	0	14.9	709.0	26.51	4073.0	215.0	16.6	0.028475609	14.2	1314.0	43.63	7742.0	383.0	15.0	0.021430025	0.054	0.504	0.526720764	0.699891609	0.014998695	1.6034e-05	2.852e-05	1e-08	0.000336247	0.000598086	-112.9487	1360	312	2537	437	6	1	0.01838	0.56733	5.08309	0.0	0.24711	0.5	0.0
1316	Graph_theory	First-order_logic	0	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	14.2	1774.0	-60.44	12058.0	540.0	15.3	0.052932412	0.003	0.058	0.907077678	0.468382399	0.02479261	1.5305e-05	8.276e-06	0.0	0.0	0.0	14.3043	1263	333	594	269	14	0	0.01584	0.46207	6.9625	0.0	0.41204	0.55556	0.25
1317	Discretization	Recurrence_relation	0	15.9	449.0	-1052.52	1927.0	49.0	29.0	0.000918643	14.8	1504.0	-1023.42	7414.0	239.0	22.8	0.024474287	0.004	0.024	0.54902045	0.020607499	0.000504354	1.707e-06	5.322e-06	1.9e-08	0.003603604	0.011235955	-20.59656	117	61	396	159	4	2	0.01709	0.49907	7.65781	0.0	0.28222	0.5	0.14286
1318	Computational_geometry	Concurrency_(computer_science)	0	16.9	265.0	30.09	1602.0	63.0	18.5	0.01249254	16.6	222.0	25.59	1103.0	65.0	18.9	0.033819182	0.004	0.002	0.692247498	0.255710781	0.008647929	4.363e-06	2.954e-06	0.0	0.0	0.0	3.6222	309	146	209	99	1	0	0.01294	0.43401	8.17871	0.0	0.4	0.4	0.4
1319	Graph_theory	Parallel_computing	0	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	16.1	1031.0	16.83	6451.0	307.0	16.5	0.017575268	0.0	0.082	0.383429754	0.59629563	0.010480056	1.5305e-05	1.169e-05	0.0	0.0	0.0	23.8971	1263	333	861	358	7	0	0.01504	0.48798	6.35295	0.0	0.32727	0.45455	0.2
1320	Data_mining	Logic_programming	0	15.0	713.0	32.83	3889.0	177.0	16.7	0.045567819	14.7	666.0	42.72	3846.0	206.0	15.3	0.007799752	0.001	0.028	0.132289637	0.772864341	0.00602815	1.1268e-05	4.392e-06	0.0	0.0	0.0	34.9631	887	288	286	172	5	0	0.0124	0.45246	7.6643	0.0	0.20855	0.5	0.0
1321	Mathematics	Library	0	16.2	727.0	24.48	5136.0	239.0	16.8	0.005952879	14.0	1847.0	49.45	11892.0	556.0	15.5	0.007174231	0.008	0.02	0.124048022	0.102929904	0.000738443	0.000198152	6.3158e-05	1e-08	0.000151837	4.8396e-05	803.211	20104	559	6011	575	11	1	0.00875	0.71175	2.76838	0.0	0.07639	0.33333	0.0
1322	Computer_network	Java_(programming_language)	0	14.2	1314.0	43.63	7742.0	383.0	15.0	0.021430025	13.2	944.0	43.83	4940.0	237.0	13.8	0.0125465	0.001	0.0	0.328755801	0.561530727	0.007045245	2.852e-05	6.0597e-05	1e-08	0.000158253	0.000336247	-19.063	2537	437	5854	465	7	1	0.03074	0.57425	4.61882	0.0	0.24215	0.42857	0.0
1323	Automatic_programming	Parallel_computing	0	15.8	242.0	9.99	1137.0	57.0	17.0	0.007978579	16.1	1031.0	16.83	6451.0	307.0	16.5	0.017575268	0.021	0.132	0.530801286	0.240965895	0.00423504	2.263e-06	1.169e-05	0.0	0.0	0.0	-40.75506	111	125	861	358	5	0	0.04505	0.48349	7.93517	0.0	0.21429	0.42857	0.0
1324	Artificial_neural_network	Computer_vision	0	14.4	1964.0	-126.8	10800.0	549.0	17.5	0.018129226	14.7	880.0	35.68	5049.0	294.0	15.2	0.017199892	0.012	0.092	0.438090281	0.461760908	0.007942238	1.3205e-05	8.87e-06	1.9e-08	0.002162162	0.001452433	20.8696	1070	307	764	161	12	2	0.05514	0.33233	8.39935	0.0	0.14667	0.66667	0.0
1325	Haskell_(programming_language)	Python_(programming_language)	0	13.3	678.0	46.27	3037.0	191.0	14.5	0.01218673	12.9	1109.0	46.67	5832.0	321.0	12.9	0.012348618	0.717	0.618	0.993177411	0.98015709	0.012103585	1.0673e-05	4.0047e-05	4.8e-08	0.001197318	0.004492363	-86.6867	767	346	3644	532	39	5	0.35202	0.29858	8.81996	1.0	0.42531	1.0	0.0
1326	Haskell_(programming_language)	Object-oriented_programming	0	13.3	678.0	46.27	3037.0	191.0	14.5	0.01218673	14.4	904.0	42.61	5461.0	300.0	16.0	0.014355263	0.161	0.022	0.564984543	0.479636917	0.006885314	1.0673e-05	1.9045e-05	1e-08	0.000503525	0.000898473	-46.826	767	346	1644	342	25	1	0.09778	0.35422	8.12027	0.0	0.45288	0.71429	0.09091
1327	Object-oriented_programming	Parallel_computing	0	14.4	904.0	42.61	5461.0	300.0	16.0	0.014355263	16.1	1031.0	16.83	6451.0	307.0	16.5	0.017575268	0.02	0.096	0.479624276	0.391751226	0.006885133	1.9045e-05	1.169e-05	0.0	0.0	0.0	40.707	1644	342	861	358	8	0	0.03163	0.40157	7.42511	0.0	0.46429	0.5	0.42857
1328	Database	Computational_geometry	0	14.9	1241.0	33.04	7878.0	345.0	16.0	0.008835483	16.9	265.0	30.09	1602.0	63.0	18.5	0.01249254	0.0	0.048	0.240716895	0.170249613	0.00212685	4.0919e-05	4.363e-06	0.0	0.0	0.0	163.4786	3843	424	309	146	4	0	0.0039	0.5762	5.88494	0.0	0.31515	0.4	0.27273
1329	Data_structure	C_(programming_language)	0	14.2	197.0	41.7	1091.0	49.0	15.6	0.05373093	14.5	1031.0	41.09	7112.0	314.0	15.3	0.048280866	0.002	0.0	0.698375547	0.777209914	0.037524367	7.269e-06	6.7646e-05	1e-08	0.000141764	0.001319261	-148.3044	599	159	6547	507	23	1	0.17529	0.46109	6.96875	0.0	0.31443	0.5	0.0
1330	Relational_database	Computational_chemistry	0	14.0	325.0	44.24	2402.0	129.0	13.0	0.009919564	16.1	691.0	25.08	3840.0	187.0	17.2	0.012088436	0.001	0.06	0.267513715	0.219517178	0.002653619	6.176e-06	6.31e-06	0.0	0.0	0.0	10.8531	520	124	416	242	1	0	0.00769	0.52183	6.43472	0.0	0.19828	0.55556	0.0
1331	Theory_of_computation	Computational_chemistry	0	14.4	300.0	19.77	1836.0	106.0	14.3	0.074549659	16.1	691.0	25.08	3840.0	187.0	17.2	0.012088436	0.004	0.1	0.162058612	0.999419104	0.012081414	2.714e-06	6.31e-06	0.0	0.0	0.0	-8.3948	159	124	416	242	5	0	0.01258	0.51874	7.14421	0.0	0.29167	0.33333	0.25
1332	Object-oriented_programming	Control_flow	0	14.4	904.0	42.61	5461.0	300.0	16.0	0.014355263	13.7	737.0	40.69	5097.0	208.0	15.3	0.036332722	0.008	0.062	0.644102516	0.254488539	0.009246261	1.9045e-05	5.687e-06	1e-08	0.001686341	0.000503525	53.5188	1644	342	392	201	42	1	0.03467	0.35813	8.69272	0.0	0.45833	0.5	0.33333
1333	Polymorphism_(computer_science)	Exception_handling	0	16.4	188.0	31.41	1299.0	54.0	17.0	0.034232422	15.6	820.0	38.76	6273.0	244.0	16.9	0.012209319	0.002	0.002	0.239450407	0.671369709	0.008196967	3.059e-06	5.955e-06	0.0	0.0	0.0	-14.8911	203	116	413	208	6	0	0.11823	0.28326	10.38716	0.0	0.50037	0.75	0.27273
1334	Computer_file	Analysis_of_algorithms	0	13.6	372.0	49.15	3219.0	140.0	13.1	0.016980652	15.7	705.0	-525.7	3418.0	98.0	20.7	0.074575034	0.0	0.192	0.994530631	0.22645352	0.016887779	7.269e-06	3.462e-06	1e-08	0.002770083	0.001319261	35.9978	575	183	251	110	4	1	0.0	0.0	0.0	0.0	0.18485	0.45455	0.0
1335	Computer_network	Encryption	0	14.2	1314.0	43.63	7742.0	383.0	15.0	0.021430025	15.9	129.0	32.22	881.0	40.0	17.0	0.000285051	0.002	0.042	0.012175582	0.91535651	0.000260923	2.852e-05	1.3004e-05	1.9e-08	0.001474926	0.000672495	87.0235	2537	437	1249	107	5	2	0.02799	0.4346	6.71181	0.0	0.42857	0.42857	0.42857
1336	Parallel_computing	Recursion_(computer_science)	0	16.1	1031.0	16.83	6451.0	307.0	16.5	0.017575268	16.2	817.0	-82.94	5495.0	197.0	18.7	0.034011596	0.007	0.0	0.697118469	0.360231377	0.012252044	1.169e-05	3.807e-06	0.0	0.0	0.0	28.8619	861	358	227	170	7	0	0.01626	0.41466	8.38847	0.0	0.42496	0.5	0.33333
1337	Transaction_processing	Computational_complexity_theory	0	15.8	183.0	39.47	1656.0	69.0	17.6	0.013226556	14.3	839.0	7.45	5500.0	227.0	14.6	0.030949297	0.003	0.054	0.626212072	0.267619303	0.008282629	2.234e-06	9.734e-06	0.0	0.0	0.0	-42.1513	172	61	788	227	1	0	0.01744	0.54558	6.69418	0.0	0.50505	0.55556	0.45455
1338	Memory_management	String_(computer_science)	0	17.0	238.0	24.88	1255.0	79.0	17.0	0.021808202	13.8	639.0	40.79	4486.0	191.0	14.0	0.034845784	0.0	0.0	0.599404202	0.375136564	0.013071928	5.006e-06	8.487e-06	1e-08	0.001129944	0.001915709	-24.6545	421	101	637	248	3	1	0.05938	0.34757	8.76856	0.0	0.3477	0.55556	0.11111
1339	Computational_geometry	Parallel_computing	0	16.9	265.0	30.09	1602.0	63.0	18.5	0.01249254	16.1	1031.0	16.83	6451.0	307.0	16.5	0.017575268	0.008	0.126	0.540987562	0.384535165	0.006758309	4.363e-06	1.169e-05	0.0	0.0	0.0	-28.5709	309	146	861	358	5	0	0.0356	0.453	7.59563	0.0	0.4	0.4	0.4
1340	Literature	Mathematics	0	16.1	631.0	39.47	4333.0	182.0	16.5	0.019169581	16.2	727.0	24.48	5136.0	239.0	16.8	0.005952879	0.003	0.038	0.104039845	0.335031187	0.0019944	4.6923e-05	0.000198152	1e-08	4.8396e-05	0.000204374	-762.217	4503	390	20104	559	18	1	0.07484	0.58863	4.12227	1.0	0.125	1.0	0.0
1341	Hierarchy	Object-oriented_programming	0	14.8	628.0	27.42	4401.0	244.0	14.7	0.00326886	14.4	904.0	42.61	5461.0	300.0	16.0	0.014355263	0.001	0.04	0.526469758	0.11988326	0.001720956	1.4816e-05	1.9045e-05	1e-08	0.000503525	0.000647249	15.9867	1152	393	1644	342	10	1	0.01042	0.59211	4.88957	0.0	0.16585	0.27273	0.09091
1342	Hash_function	Computational_geometry	0	13.1	722.0	21.33	5211.0	202.0	14.7	0.034318155	16.9	265.0	30.09	1602.0	63.0	18.5	0.01249254	0.001	0.034	0.284738424	0.782202618	0.009771697	5.514e-06	4.363e-06	1e-08	0.002197802	0.00173913	5.4594	365	210	309	146	12	1	0.00274	0.61297	5.37432	0.0	0.42857	0.42857	0.42857
1343	Functional_programming	Modular_programming	0	15.7	845.0	33.34	4715.0	228.0	17.1	0.018380973	16.0	246.0	36.83	1371.0	47.0	18.1	0.005705093	0.037	0.266	0.256271334	0.825668636	0.004710517	1.0021e-05	4.267e-06	0.0	0.0	0.0	17.53	770	275	308	137	19	0	0.05974	0.29265	9.82559	1.0	0.52991	1.0	0.23077
1344	Artificial_intelligence	Compiler	0	14.9	1993.0	41.9	12943.0	606.0	15.7	0.007918489	15.1	993.0	35.27	5714.0	292.0	15.1	0.000424538	0.01	0.004	0.016279264	0.30364079	0.000128907	4.8121e-05	1.9199e-05	0.0	0.0	0.0	45.421	4442	576	1710	292	11	0	0.00878	0.59833	4.58616	0.0	0.35033	0.55556	0.0
1345	Computational_geometry	Functional_programming	0	16.9	265.0	30.09	1602.0	63.0	18.5	0.01249254	15.7	845.0	33.34	4715.0	228.0	17.1	0.018380973	0.0	0.082	0.416366351	0.282981377	0.005201473	4.363e-06	1.0021e-05	0.0	0.0	0.0	-26.8052	309	146	770	275	5	0	0.01618	0.52331	6.61928	0.0	0.4	0.4	0.4
1346	Computational_geometry	Object-oriented_programming	0	16.9	265.0	30.09	1602.0	63.0	18.5	0.01249254	14.4	904.0	42.61	5461.0	300.0	16.0	0.014355263	0.001	0.09	0.386674574	0.336500093	0.004830547	4.363e-06	1.9045e-05	0.0	0.0	0.0	-69.2779	309	146	1644	342	4	0	0.01618	0.60212	5.525	0.0	0.4	0.4	0.4
1347	Data_mining	Procedural_programming	0	15.0	713.0	32.83	3889.0	177.0	16.7	0.045567819	17.1	146.0	30.5	1042.0	43.0	18.7	0.005344354	0.001	0.092	0.095619625	0.815286201	0.004357178	1.1268e-05	4.133e-06	0.0	0.0	0.0	31.3249	887	288	347	84	1	0	0.00451	0.56804	5.92595	0.0	0.31481	0.5	0.11111
1348	Graph_theory	Cryptography	0	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	15.9	1027.0	32.53	6856.0	279.0	16.8	0.000231509	0.001	0.012	0.005955823	0.703155886	0.000162787	1.5305e-05	2.4051e-05	0.0	0.0	0.0	-60.4486	1263	333	2084	424	6	0	0.02059	0.53351	5.53019	0.0	0.17857	0.6	0.0
1349	P_versus_NP_problem	Graph_theory	0	14.2	916.0	-19.66	5891.0	242.0	15.0	0.053358071	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	0.006	0.004	0.449196833	0.876918098	0.023968276	4.632e-06	1.5305e-05	0.0	0.0	0.0	-51.1263	275	208	1263	333	7	0	0.09091	0.40264	8.39546	0.0	0.25119	0.6	0.0
1350	Computational_complexity_theory	Game_theory	0	14.3	839.0	7.45	5500.0	227.0	14.6	0.030949297	15.0	1502.0	34.76	8345.0	381.0	15.2	0.025975608	0.025	0.156	0.809669996	0.964701826	0.025058717	9.734e-06	1.6983e-05	1e-08	0.000564653	0.000985222	-24.0626	788	227	1291	480	14	1	0.04442	0.41522	7.33049	0.0	0.35119	0.42857	0.25
1351	Bioinformatics	Functional_programming	0	17.2	869.0	22.34	5260.0	224.0	19.0	0.001541063	15.7	845.0	33.34	4715.0	228.0	17.1	0.018380973	0.001	0.048	0.744437277	0.062413721	0.001147225	1.9333e-05	1.0021e-05	0.0	0.0	0.0	25.8101	1665	351	770	275	5	0	0.003	0.66668	4.18944	0.0	0.29073	0.45455	0.11111
1352	Computer_security	Processor_register	0	16.0	1601.0	31.51	9710.0	416.0	17.2	0.017482142	16.7	161.0	32.83	1052.0	48.0	15.8	0.004070857	0.005	0.12	0.140956832	0.60533385	0.002464227	1.9755e-05	5.974e-06	0.0	0.0	0.0	25.766	1609	451	448	175	4	0	0.00311	0.62396	5.02016	0.0	0.31513	0.55556	0.0
1353	Concurrency_control	Computer_network	0	15.8	581.0	26.1	3897.0	162.0	17.2	0.031542768	14.2	1314.0	43.63	7742.0	383.0	15.0	0.021430025	0.002	0.09	0.406166884	0.597835419	0.012811628	2.023e-06	2.852e-05	1e-08	0.000336247	0.004739336	-165.78885	86	125	2537	437	8	1	0.11628	0.50771	7.74429	0.0	0.38948	0.5	0.14286
1354	Decidability_(logic)	Programming_language	0	16.8	280.0	34.05	1667.0	76.0	15.8	0.00484759	14.9	684.0	41.8	6037.0	277.0	15.8	0.012103191	0.015	0.014	0.514766559	0.20617515	0.002495377	2.004e-06	2.805e-05	1e-08	0.00034188	0.004784689	-156.78446	119	90	2530	395	4	1	0.05042	0.57132	6.54275	0.0	0.38452	0.42857	0.25
1355	Fourier_analysis	Randomness	0	16.4	635.0	-262.73	3274.0	100.0	21.0	0.045581673	14.2	394.0	42.92	3217.0	167.0	13.8	0.000712311	0.001	0.03	0.013714251	0.877591936	0.000625119	4.603e-06	7.595e-06	0.0	0.0	0.0	-21.1557	275	205	565	227	4	0	0.01091	0.53771	6.4971	0.0	0.32672	0.66667	0.0
1356	Concurrent_computing	Modular_programming	0	18.3	403.0	20.21	2329.0	95.0	21.8	0.010098399	16.0	246.0	36.83	1371.0	47.0	18.1	0.005705093	0.009	0.124	0.234795042	0.415603041	0.002371054	4.517e-06	4.267e-06	1e-08	0.002247191	0.002123142	-10.2507	273	198	308	137	19	1	0.04396	0.33288	9.38295	0.0	0.3842	0.66667	0.14286
1357	Automatic_programming	Procedural_programming	0	15.8	242.0	9.99	1137.0	57.0	17.0	0.007978579	17.1	146.0	30.5	1042.0	43.0	18.7	0.005344354	0.069	0.652	0.53671689	0.801264033	0.004282238	2.263e-06	4.133e-06	0.0	0.0	0.0	-14.23806	111	125	347	84	3	0	0.02703	0.44612	8.50929	1.0	0.5	1.0	0.0
1358	MapReduce	Database	0	14.6	482.0	45.49	3513.0	130.0	16.5	5.6524e-05	14.9	1241.0	33.04	7878.0	345.0	16.0	0.008835483	0.003	0.022	0.591010609	0.003780931	3.3406e-05	2.676e-06	4.0919e-05	1e-08	0.000234357	0.003584229	-174.50771	160	119	3843	424	22	1	0.125	0.51134	7.24951	0.0	0.39749	0.55556	0.33333
1359	XML	User_interface	0	13.6	1117.0	44.75	5834.0	284.0	13.4	0.000629569	15.5	533.0	41.19	3341.0	149.0	15.9	0.011475161	0.017	0.024	0.757083955	0.041536343	0.000476636	2.876e-05	1.7348e-05	1e-08	0.000552792	0.000333444	61.0698	2700	299	1583	226	6	1	0.03852	0.40752	6.83078	0.0	0.23538	0.6	0.0
